title,cast,script,directing,date_published,likes,dislikes,views_num
criação,antonio tabet,,,2016-11-12,552215.0,48400.0,16950138
criação,gregorio duvivier,,,2016-11-12,552215.0,48400.0,16950138
criação,gabriel totoro,,,2016-11-12,552215.0,48400.0,16950138
criação,fabio porchat,,,2016-11-12,552215.0,48400.0,16950138
criação,luis lobianco,,,2016-11-12,552215.0,48400.0,16950138
criação,rafael portugal,,,2016-11-12,552215.0,48400.0,16950138
novas medidas,gabriel totoro,,,2016-11-10,124949.0,3383.0,2412407
novas medidas,luis lobianco,,,2016-11-10,124949.0,3383.0,2412407
novas medidas,rafael portugal,,,2016-11-10,124949.0,3383.0,2412407
bagagem,fabio porchat,,,2016-11-07,196210.0,5497.0,5302561
bagagem,karina ramil,,,2016-11-07,196210.0,5497.0,5302561
bagagem,evelyn castro,,,2016-11-07,196210.0,5497.0,5302561
bagagem,gustavo chagas,,,2016-11-07,196210.0,5497.0,5302561
acode,antonio tabet,,,2016-11-05,145984.0,5169.0,2495658
acode,camillo borges,,,2016-11-05,145984.0,5169.0,2495658
acode,karina ramil,,,2016-11-05,145984.0,5169.0,2495658
acode,luis lobianco,,,2016-11-05,145984.0,5169.0,2495658
acode,paulo vieira,,,2016-11-05,145984.0,5169.0,2495658
acode,rodrigo magal,,,2016-11-05,145984.0,5169.0,2495658
acode,rafael portugal,,,2016-11-05,145984.0,5169.0,2495658
vício,evelyn castro,,,2016-11-03,183369.0,6427.0,3652500
vício,rafael portugal,,,2016-11-03,183369.0,6427.0,3652500
vício,miá mello,,,2016-11-03,183369.0,6427.0,3652500
nulo,antonio tabet,,,2016-10-31,159811.0,3108.0,2702998
nulo,camillo borges,,,2016-10-31,159811.0,3108.0,2702998
cartão,antonio tabet,,,2016-10-29,236395.0,4850.0,5915876
cartão,gregorio duvivier,,,2016-10-29,236395.0,4850.0,5915876
cartão,karina ramil,,,2016-10-29,236395.0,4850.0,5915876
cartão,thati lopes,,,2016-10-29,236395.0,4850.0,5915876
missa,gregorio duvivier,,,2016-10-27,181596.0,32169.0,4664282
missa,luis lobianco,,,2016-10-27,181596.0,32169.0,4664282
missa,rafael portugal,,,2016-10-27,181596.0,32169.0,4664282
missa,thati lopes,,,2016-10-27,181596.0,32169.0,4664282
peraí,antonio tabet,,,2016-10-24,197955.0,3005.0,3793677
peraí,rafael portugal,,,2016-10-24,197955.0,3005.0,3793677
você sabe do que eu tô falando,gregorio duvivier,,,2016-10-22,242168.0,6134.0,5454019
você sabe do que eu tô falando,thati lopes,,,2016-10-22,242168.0,6134.0,5454019
arte cubista,antonio tabet,,,2016-10-20,121456.0,4993.0,2325638
arte cubista,gabriel totoro,,,2016-10-20,121456.0,4993.0,2325638
arte cubista,karina ramil,,,2016-10-20,121456.0,4993.0,2325638
chapeuzinho,luis lobianco,,,2016-10-17,236439.0,6161.0,4214881
chapeuzinho,thati lopes,,,2016-10-17,236439.0,6161.0,4214881
cancelamento do plano,antonio tabet,,,2016-10-15,121592.0,3506.0,2226008
cancelamento do plano,karina ramil,,,2016-10-15,121592.0,3506.0,2226008
internet,gregorio duvivier,,,2016-10-13,171424.0,12423.0,2757595
internet,paulo vieira,,,2016-10-13,171424.0,12423.0,2757595
internet,rafael portugal,,,2016-10-13,171424.0,12423.0,2757595
mamãe,angela leal,,,2016-10-10,197800.0,8108.0,4177588
mamãe,antonio tabet,,,2016-10-10,197800.0,8108.0,4177588
mamãe,bianca leme,,,2016-10-10,197800.0,8108.0,4177588
mamãe,gustavo chagas,,,2016-10-10,197800.0,8108.0,4177588
céu católico,fabio porchat,,,2016-10-08,422126.0,99310.0,12203596
céu católico,luis lobianco,,,2016-10-08,422126.0,99310.0,12203596
céu católico,gabriel totoro,,,2016-10-08,422126.0,99310.0,12203596
cpi,antonio tabet,,,2016-10-06,172899.0,4290.0,2350364
cpi,fabrício boliveira,,,2016-10-06,172899.0,4290.0,2350364
teste de elenco,joão vicente de castro,,,2016-10-03,168968.0,3754.0,3405634
teste de elenco,luis lobianco,,,2016-10-03,168968.0,3754.0,3405634
teste de elenco,rafael portugal,,,2016-10-03,168968.0,3754.0,3405634
teste de elenco,felipe absalão,,,2016-10-03,168968.0,3754.0,3405634
campanha política,antonio tabet,,,2016-10-01,189842.0,5256.0,4390663
campanha política,gregorio duvivier,,,2016-10-01,189842.0,5256.0,4390663
merchan,fabio porchat,,,2016-09-29,185248.0,4814.0,4060779
merchan,gustavo chagas,,,2016-09-29,185248.0,4814.0,4060779
merchan,karina ramil,,,2016-09-29,185248.0,4814.0,4060779
merchan,luis lobianco,,,2016-09-29,185248.0,4814.0,4060779
merchan,rafael portugal,,,2016-09-29,185248.0,4814.0,4060779
o povo fala,karina ramil,,,2016-09-26,272092.0,5500.0,6143734
o povo fala,rafael portugal,,,2016-09-26,272092.0,5500.0,6143734
teatro,fabio porchat,,,2016-09-24,178543.0,5130.0,3241161
teatro,luis lobianco,,,2016-09-24,178543.0,5130.0,3241161
teatro,karina ramil,,,2016-09-24,178543.0,5130.0,3241161
teatro,rafael portugal,,,2016-09-24,178543.0,5130.0,3241161
milk shake,rafael portugal,,,2016-09-22,614119.0,15151.0,17782591
milk shake,thati lopes,,,2016-09-22,614119.0,15151.0,17782591
milk shake,gustavo chagas,,,2016-09-22,614119.0,15151.0,17782591
desculpa,antonio tabet,,,2016-09-19,187043.0,5947.0,3374656
desculpa,gregorio duvivier,,,2016-09-19,187043.0,5947.0,3374656
desculpa,gustavo chagas,,,2016-09-19,187043.0,5947.0,3374656
desculpa,luis lobianco,,,2016-09-19,187043.0,5947.0,3374656
pessoa amada,karina ramil,,,2016-09-17,114678.0,4461.0,2684736
pessoa amada,thati lopes,,,2016-09-17,114678.0,4461.0,2684736
finesse,antonio tabet,,,2016-09-15,128724.0,6333.0,2655537
finesse,gregorio duvivier,,,2016-09-15,128724.0,6333.0,2655537
finesse,pamela côto,,,2016-09-15,128724.0,6333.0,2655537
busão,gabriel totoro,,,2016-09-12,394813.0,7283.0,13066287
busão,gustavo chagas,,,2016-09-12,394813.0,7283.0,13066287
busão,karina ramil,,,2016-09-12,394813.0,7283.0,13066287
busão,luis lobianco,,,2016-09-12,394813.0,7283.0,13066287
busão,rafael portugal,,,2016-09-12,394813.0,7283.0,13066287
busão,thati lopes,,,2016-09-12,394813.0,7283.0,13066287
pero vaz,fabio porchat,,,2016-09-10,158088.0,6005.0,3760071
pero vaz,gregorio duvivier,,,2016-09-10,158088.0,6005.0,3760071
programa,evelyn castro,,,2016-09-08,266842.0,6114.0,6189225
programa,rafael portugal,,,2016-09-08,266842.0,6114.0,6189225
o mundo tá chato,gregorio duvivier,,,2016-09-05,446691.0,23824.0,10975467
o mundo tá chato,gustavo chagas,,,2016-09-05,446691.0,23824.0,10975467
o mundo tá chato,karina ramil,,,2016-09-05,446691.0,23824.0,10975467
o mundo tá chato,luis lobianco,,,2016-09-05,446691.0,23824.0,10975467
o mundo tá chato,thati lopes,,,2016-09-05,446691.0,23824.0,10975467
javali,fabio porchat,,,2016-09-03,225349.0,4385.0,5847445
javali,gustavo chagas,,,2016-09-03,225349.0,4385.0,5847445
javali,luis lobianco,,,2016-09-03,225349.0,4385.0,5847445
javali,thati lopes,,,2016-09-03,225349.0,4385.0,5847445
terrorismo,antonio tabet,,,2016-09-01,191105.0,6239.0,4570045
terrorismo,gregorio duvivier,,,2016-09-01,191105.0,6239.0,4570045
terrorismo,gustavo chagas,,,2016-09-01,191105.0,6239.0,4570045
terrorismo,luis lobianco,,,2016-09-01,191105.0,6239.0,4570045
terrorismo,rafael portugal,,,2016-09-01,191105.0,6239.0,4570045
whatsapp,antonio tabet,,,2016-08-29,354033.0,8949.0,9272014
whatsapp,karina ramil,,,2016-08-29,354033.0,8949.0,9272014
fim de festa,luis lobianco,,,2016-08-27,199819.0,4380.0,5407830
fim de festa,matheus macena,,,2016-08-27,199819.0,4380.0,5407830
fim de festa,gustavo chagas,,,2016-08-27,199819.0,4380.0,5407830
record,fabio porchat,,,2016-08-25,225357.0,4251.0,4789717
record,karina ramil,,,2016-08-25,225357.0,4251.0,4789717
record,regiana antonini,,,2016-08-25,225357.0,4251.0,4789717
record,gustavo chagas,,,2016-08-25,225357.0,4251.0,4789717
record,rafael portugal,,,2016-08-25,225357.0,4251.0,4789717
opinião,gregorio duvivier,,,2016-08-22,149397.0,5719.0,3202179
opinião,karina ramil,,,2016-08-22,149397.0,5719.0,3202179
opinião,rafael portugal,,,2016-08-22,149397.0,5719.0,3202179
anabolizante,rafael portugal,,,2016-08-20,278758.0,7231.0,7842814
anabolizante,thati lopes,,,2016-08-20,278758.0,7231.0,7842814
badminton,karina ramil,,,2016-08-18,181540.0,4099.0,4213840
badminton,luis lobianco,,,2016-08-18,181540.0,4099.0,4213840
badminton,fábio porchat,,,2016-08-18,181540.0,4099.0,4213840
hipismo,fabio porchat,,,2016-08-15,315711.0,7756.0,9098572
hipismo,luis lobianco,,,2016-08-15,315711.0,7756.0,9098572
hipismo,rafael portugal,,,2016-08-15,315711.0,7756.0,9098572
hipismo,thati lopes,,,2016-08-15,315711.0,7756.0,9098572
natação,antonio tabet,,,2016-08-13,300611.0,6235.0,8270811
natação,camillo borges,,,2016-08-13,300611.0,6235.0,8270811
natação,gustavo chagas,,,2016-08-13,300611.0,6235.0,8270811
natação,gustavo miranda,,,2016-08-13,300611.0,6235.0,8270811
natação,luis lobianco,,,2016-08-13,300611.0,6235.0,8270811
natação,rafael portugal,,,2016-08-13,300611.0,6235.0,8270811
antidoping,rafael portugal,,,2016-08-11,283257.0,4744.0,8284958
antidoping,thati lopes,,,2016-08-11,283257.0,4744.0,8284958
pontual,gregorio duvivier,,,2016-08-08,247970.0,5636.0,5791601
pontual,gustavo miranda,,,2016-08-08,247970.0,5636.0,5791601
boa sorte,rafael portugal,,,2016-08-06,367657.0,23364.0,11393507
boa sorte,poliana paiva,,,2016-08-06,367657.0,23364.0,11393507
belize,antonio tabet,,,2016-08-04,174225.0,2526.0,4366040
belize,fabio porchat,,,2016-08-04,174225.0,2526.0,4366040
posto ipiranga,antonio tabet,,,2016-08-01,233619.0,5204.0,5476321
posto ipiranga,camillo borges,,,2016-08-01,233619.0,5204.0,5476321
posto ipiranga,gabriel totoro,,,2016-08-01,233619.0,5204.0,5476321
posto ipiranga,gustavo chagas,,,2016-08-01,233619.0,5204.0,5476321
posto ipiranga,karina ramil,,,2016-08-01,233619.0,5204.0,5476321
posto ipiranga,pamela côto,,,2016-08-01,233619.0,5204.0,5476321
posto ipiranga,rafael portugal,,,2016-08-01,233619.0,5204.0,5476321
posto ipiranga,rodrigo magal,,,2016-08-01,233619.0,5204.0,5476321
eles só pensam nisso,antonio tabet,,,2016-07-30,321006.0,4945.0,5680412
eles só pensam nisso,mariana cerrone,,,2016-07-30,321006.0,4945.0,5680412
satanás,luis lobianco,,,2016-07-28,273197.0,24933.0,7027568
satanás,rafael portugal,,,2016-07-28,273197.0,24933.0,7027568
imagina,gregorio duvivier,,,2016-07-25,171820.0,5480.0,3051354
imagina,karina ramil,,,2016-07-25,171820.0,5480.0,3051354
imagina,rafael portugal,,,2016-07-25,171820.0,5480.0,3051354
pra ontem,gregorio duvivier,,,2016-07-23,190537.0,5279.0,4650536
pra ontem,luis lobianco,,,2016-07-23,190537.0,5279.0,4650536
cotidiano,rafael portugal,,,2016-07-21,232629.0,5402.0,5497715
cotidiano,thati lopes,,,2016-07-21,232629.0,5402.0,5497715
empréstimo,karina ramil,,,2016-07-18,151840.0,3806.0,3667592
empréstimo,luis lobianco,,,2016-07-18,151840.0,3806.0,3667592
empréstimo,rafael portugal,,,2016-07-18,151840.0,3806.0,3667592
empréstimo,thati lopes,,,2016-07-18,151840.0,3806.0,3667592
"obrigado, jesus!",camillo borges,,,2016-07-16,275622.0,52289.0,6333580
"obrigado, jesus!",fabio porchat,,,2016-07-16,275622.0,52289.0,6333580
"obrigado, jesus!",gustavo chagas,,,2016-07-16,275622.0,52289.0,6333580
"obrigado, jesus!",rodrigo magal,,,2016-07-16,275622.0,52289.0,6333580
"obrigado, jesus!",thati lopes,,,2016-07-16,275622.0,52289.0,6333580
sommelier,antonio tabet,,,2016-07-14,151257.0,5735.0,3648434
sommelier,luis lobianco,,,2016-07-14,151257.0,5735.0,3648434
sommelier,felipe absalão,,,2016-07-14,151257.0,5735.0,3648434
sommelier,joão vicente de castro,,,2016-07-14,151257.0,5735.0,3648434
brinco,rafael portugal,,,2016-07-11,407908.0,5687.0,10708747
brinco,thati lopes,,,2016-07-11,407908.0,5687.0,10708747
brinco,karina ramil,,,2016-07-11,407908.0,5687.0,10708747
histérica,julia rabello,,,2016-07-09,188543.0,3482.0,4378129
histérica,luis lobianco,,,2016-07-09,188543.0,3482.0,4378129
histérica,rafael portugal,,,2016-07-09,188543.0,3482.0,4378129
histérica,thati lopes,,,2016-07-09,188543.0,3482.0,4378129
zoeira,fabio porchat,,,2016-07-07,153973.0,9238.0,3362867
zoeira,thati lopes,,,2016-07-07,153973.0,9238.0,3362867
farmácia,joão vicente de castro,,,2016-07-04,257397.0,3089.0,6109864
farmácia,luis lobianco,,,2016-07-04,257397.0,3089.0,6109864
farmácia,rafael portugal,,,2016-07-04,257397.0,3089.0,6109864
murphy,antonio tabet,,,2016-07-02,167642.0,5354.0,3393588
murphy,thati lopes,,,2016-07-02,167642.0,5354.0,3393588
10 mandamentos vitalícios,fabio porchat,,,2016-06-30,83621.0,4061.0,1719322
10 mandamentos vitalícios,luis lobianco,,,2016-06-30,83621.0,4061.0,1719322
live 'porta dos fundos - contrato vitalício' pré-estreia,,,,2016-06-30,20701.0,1636.0,842649
crítico,gregorio duvivier,,,2016-06-30,169716.0,8626.0,4945302
crítico,luis lobianco,,,2016-06-30,169716.0,8626.0,4945302
crítico,thati lopes,,,2016-06-30,169716.0,8626.0,4945302
separação,antonio tabet,,,2016-06-27,406658.0,6158.0,8093519
separação,evelyn castro,,,2016-06-27,406658.0,6158.0,8093519
separação,júlio cocielo,,,2016-06-27,406658.0,6158.0,8093519
separação,rafael portugal,,,2016-06-27,406658.0,6158.0,8093519
separação,oswaldo alvim,,,2016-06-27,406658.0,6158.0,8093519
separação,teo kligerman,,,2016-06-27,406658.0,6158.0,8093519
subliminar,fabio porchat,,,2016-06-25,170557.0,4742.0,3149415
subliminar,gregorio duvivier,,,2016-06-25,170557.0,4742.0,3149415
banheiro,antonio tabet,,,2016-06-23,242116.0,3666.0,6765104
banheiro,gregorio duvivier,,,2016-06-23,242116.0,3666.0,6765104
banheiro,gustavo chagas,,,2016-06-23,242116.0,3666.0,6765104
banheiro,pamela côto,,,2016-06-23,242116.0,3666.0,6765104
banheiro,thati lopes,,,2016-06-23,242116.0,3666.0,6765104
tédio,joão vicente e castro,,,2016-06-20,164587.0,4637.0,3954965
tédio,karina ramil,,,2016-06-20,164587.0,4637.0,3954965
tédio,luis lobianco,,,2016-06-20,164587.0,4637.0,3954965
tédio,thati lopes,,,2016-06-20,164587.0,4637.0,3954965
um minutinho só,karina ramil,,,2016-06-18,137916.0,7061.0,3414807
um minutinho só,rafael portugal,,,2016-06-18,137916.0,7061.0,3414807
um minutinho só,gabriel totoro,,,2016-06-18,137916.0,7061.0,3414807
perdidos,fabio porchat,,,2016-06-16,183435.0,3696.0,4621571
perdidos,joão vicente e castro,,,2016-06-16,183435.0,3696.0,4621571
perdidos,karina ramil,,,2016-06-16,183435.0,3696.0,4621571
história,evelyn castro,,,2016-06-13,170726.0,4744.0,3934642
história,fabio porchat,,,2016-06-13,170726.0,4744.0,3934642
história,gabriel louchard,,,2016-06-13,170726.0,4744.0,3934642
história,gregorio duvivier,,,2016-06-13,170726.0,4744.0,3934642
história,gustavo chagas,,,2016-06-13,170726.0,4744.0,3934642
história,thati lopes,,,2016-06-13,170726.0,4744.0,3934642
saúde,gabriel totoro,,,2016-06-11,278973.0,9272.0,8156306
saúde,gabriela pugliesi,,,2016-06-11,278973.0,9272.0,8156306
ping pong,evelyn castro,,,2016-06-09,115341.0,17577.0,3509686
ping pong,thati lopes,,,2016-06-09,115341.0,17577.0,3509686
viraliza,gregorio duvivier,,,2016-06-06,152534.0,6615.0,4128313
viraliza,luis lobianco,,,2016-06-06,152534.0,6615.0,4128313
viraliza,rafael portugal,,,2016-06-06,152534.0,6615.0,4128313
vaticano,antonio tabet,,,2016-06-04,167025.0,29328.0,4213440
vaticano,gillray coutinho,,,2016-06-04,167025.0,29328.0,4213440
vaticano,gregorio duvivier,,,2016-06-04,167025.0,29328.0,4213440
homenagem,gabriel louchard,,,2016-06-02,169932.0,3053.0,4691093
homenagem,gustavo miranda,,,2016-06-02,169932.0,3053.0,4691093
homenagem,thati lopes,,,2016-06-02,169932.0,3053.0,4691093
mapa astral,fabio porchat,,,2016-05-30,268070.0,5688.0,6172698
mapa astral,gregorio duvivier,,,2016-05-30,268070.0,5688.0,6172698
mapa astral,joão vicente de castro,,,2016-05-30,268070.0,5688.0,6172698
opinião sincera,evelyn castro,,,2016-05-28,156190.0,3018.0,3914511
opinião sincera,luis lobianco,,,2016-05-28,156190.0,3018.0,3914511
segredo,karina ramil,,,2016-05-26,190640.0,4099.0,4829768
segredo,thati lopes,,,2016-05-26,190640.0,4099.0,4829768
segredo,fabio porchat,,,2016-05-26,190640.0,4099.0,4829768
segredo,gregorio duvivier,,,2016-05-26,190640.0,4099.0,4829768
fora de época,flavio pardal,,,2016-05-23,158725.0,11445.0,4792151
fora de época,gregorio duvivier,,,2016-05-23,158725.0,11445.0,4792151
igreja,antonio tabet,,,2016-05-21,194896.0,9231.0,3863516
igreja,pedro tabet,,,2016-05-21,194896.0,9231.0,3863516
eu vos declaro,fábio porchat,,,2016-05-19,264262.0,4762.0,7739105
eu vos declaro,luis lobianco,,,2016-05-19,264262.0,4762.0,7739105
eu vos declaro,thati lopes,,,2016-05-19,264262.0,4762.0,7739105
eu vos declaro,rafael portugal,,,2016-05-19,264262.0,4762.0,7739105
