title,views,cast,script,directing,likes,dislikes,dt_published
gagá,2928960.0,gregorio duvivier,,,165297.0,21467.0,2017-10-19
uber collective,6347908.0,camillo borges,,,272518.0,5203.0,2017-10-16
uber collective,6347908.0,daniel belmonte,,,272518.0,5203.0,2017-10-16
uber collective,6347908.0,gabriel totoro,,,272518.0,5203.0,2017-10-16
uber collective,6347908.0,rafael portugal,,,272518.0,5203.0,2017-10-16
polícia,4417048.0,camillo borges,,,264518.0,9463.0,2017-10-14
polícia,4417048.0,fabio porchat,,,264518.0,9463.0,2017-10-14
polícia,4417048.0,karina ramil,,,264518.0,9463.0,2017-10-14
polícia,4417048.0,gustavo chagas,,,264518.0,9463.0,2017-10-14
polícia,4417048.0,pedro esteves,,,264518.0,9463.0,2017-10-14
polícia,4417048.0,rafael portugal,,,264518.0,9463.0,2017-10-14
polícia,4417048.0,thati lopes,,,264518.0,9463.0,2017-10-14
saudade,5101306.0,rafael portugal,,,235070.0,4305.0,2017-10-12
saudade,5101306.0,evelyn castro,,,235070.0,4305.0,2017-10-12
saudade,5101306.0,thati lopes,,,235070.0,4305.0,2017-10-12
pelo amor de deus,6358844.0,antonio tabet,,,308237.0,16160.0,2017-10-09
pelo amor de deus,6358844.0,luis lobianco,,,308237.0,16160.0,2017-10-09
pelo amor de deus,6358844.0,rafael portugal,,,308237.0,16160.0,2017-10-09
lassie,2169065.0,joão vicente de castro,,,143263.0,2946.0,2017-10-07
lassie,2169065.0,guara,,,143263.0,2946.0,2017-10-07
etiqueta pós-lava jato,3644004.0,gregorio duvivier,,,153967.0,3685.0,2017-10-05
etiqueta pós-lava jato,3644004.0,gustavo chagas,,,153967.0,3685.0,2017-10-05
etiqueta pós-lava jato,3644004.0,karina ramil,,,153967.0,3685.0,2017-10-05
etiqueta pós-lava jato,3644004.0,thati lopes,,,153967.0,3685.0,2017-10-05
name dropping,1700824.0,evelyn castro,,,80139.0,8360.0,2017-10-02
name dropping,1700824.0,rafael portugal,,,80139.0,8360.0,2017-10-02
name dropping,1700824.0,thati lopes,,,80139.0,8360.0,2017-10-02
centrão,4498595.0,antonio tabet,,,194296.0,3981.0,2017-09-30
centrão,4498595.0,camillo borges,,,194296.0,3981.0,2017-09-30
centrão,4498595.0,joão vicente de castro,,,194296.0,3981.0,2017-09-30
centrão,4498595.0,victor leal,,,194296.0,3981.0,2017-09-30
influencer,6468217.0,antonio tabet,,,435898.0,39311.0,2017-09-28
influencer,6468217.0,evelyn castro,,,435898.0,39311.0,2017-09-28
influencer,6468217.0,márcio haley,,,435898.0,39311.0,2017-09-28
porta de colégio,9958059.0,luis lobianco,,,288744.0,9977.0,2017-09-25
porta de colégio,9958059.0,rafael portugal,,,288744.0,9977.0,2017-09-25
deus trabalhando,6032651.0,fabio porchat,,,267156.0,21406.0,2017-09-23
deus trabalhando,6032651.0,gregorio duvivier,,,267156.0,21406.0,2017-09-23
telefonema,9809777.0,evelyn castro,,,362144.0,6079.0,2017-09-21
telefonema,9809777.0,thati lopes,,,362144.0,6079.0,2017-09-21
telefonema,9809777.0,antonio tabet,,,362144.0,6079.0,2017-09-21
telefonema,9809777.0,rafael portugal,,,362144.0,6079.0,2017-09-21
gamer,6366682.0,luis lobianco,,,341618.0,14370.0,2017-09-18
gamer,6366682.0,karina ramil,,,341618.0,14370.0,2017-09-18
gamer,6366682.0,antonio tabet,,,341618.0,14370.0,2017-09-18
gamer,6366682.0,gabriel totoro,,,341618.0,14370.0,2017-09-18
porra,4868058.0,evelyn castro,,,188114.0,7052.0,2017-09-16
porra,4868058.0,joão vicente de castro,,,188114.0,7052.0,2017-09-16
aperto,4787406.0,camillo borges,,,209381.0,7626.0,2017-09-14
aperto,4787406.0,gregorio duvivier,,,209381.0,7626.0,2017-09-14
aperto,4787406.0,rafael portugal,,,209381.0,7626.0,2017-09-14
cerveja em casa,4702704.0,evelyn castro,,,184997.0,3493.0,2017-09-11
cerveja em casa,4702704.0,joão vicente de castro,,,184997.0,3493.0,2017-09-11
cerveja em casa,4702704.0,rafael portugal,,,184997.0,3493.0,2017-09-11
síndrome de uber,3017758.0,gregorio duvivier,,,120139.0,4684.0,2017-09-09
síndrome de uber,3017758.0,thati lopes,,,120139.0,4684.0,2017-09-09
síndrome de uber,3017758.0,karina ramil,,,120139.0,4684.0,2017-09-09
delator,3917988.0,antonio tabet,,,132028.0,3014.0,2017-09-07
delator,3917988.0,felipe absalão,,,132028.0,3014.0,2017-09-07
delator,3917988.0,victor leal,,,132028.0,3014.0,2017-09-07
o homem pontuação,1833229.0,gregorio duvivier,,,104995.0,13655.0,2017-09-04
o homem pontuação,1833229.0,luis lobianco,,,104995.0,13655.0,2017-09-04
o homem pontuação,1833229.0,thati lopes,,,104995.0,13655.0,2017-09-04
profissão,3921142.0,antonio tabet,,,170767.0,3069.0,2017-09-02
profissão,3921142.0,fábio porchat,,,170767.0,3069.0,2017-09-02
tamanho é documento,12192658.0,joão vicente de castro,,,299549.0,8375.0,2017-08-31
tamanho é documento,12192658.0,thati lopes,,,299549.0,8375.0,2017-08-31
já postei,2567851.0,gabriel totoro,,,149594.0,4496.0,2017-08-28
já postei,2567851.0,gregorio duvivier,,,149594.0,4496.0,2017-08-28
já postei,2567851.0,karina ramil,,,149594.0,4496.0,2017-08-28
já postei,2567851.0,thati lopes,,,149594.0,4496.0,2017-08-28
já postei,2567851.0,rafael portugal,,,149594.0,4496.0,2017-08-28
morreu,12010872.0,fabio porchat,,,389416.0,11518.0,2017-08-26
morreu,12010872.0,rafael portugal,,,389416.0,11518.0,2017-08-26
morreu,12010872.0,vera monteiro,,,389416.0,11518.0,2017-08-26
você tá se enganando,3903780.0,gregorio duvivier,,,174539.0,6811.0,2017-08-24
você tá se enganando,3903780.0,joão vicente de castro,,,174539.0,6811.0,2017-08-24
você tá se enganando,3903780.0,thati lopes,,,174539.0,6811.0,2017-08-24
grupo das mães,3672883.0,antonio tabet,,,152587.0,4018.0,2017-08-21
grupo das mães,3672883.0,camillo borges,,,152587.0,4018.0,2017-08-21
piroca,6855964.0,evelyn castro,,,274854.0,9074.0,2017-08-19
piroca,6855964.0,gregorio duvivier,,,274854.0,9074.0,2017-08-19
piroca,6855964.0,gabriel totoro,,,274854.0,9074.0,2017-08-19
parceria,2596516.0,camillo borges,,,132257.0,3937.0,2017-08-17
parceria,2596516.0,luis lobianco,,,132257.0,3937.0,2017-08-17
parceria,2596516.0,gustavo chagas,,,132257.0,3937.0,2017-08-17
ordem,7258569.0,antonio tabet,,,244322.0,50021.0,2017-08-14
ordem,7258569.0,fabio porchat,,,244322.0,50021.0,2017-08-14
ordem,7258569.0,gabriel totoro,,,244322.0,50021.0,2017-08-14
branding,4382137.0,karina ramil,,,180898.0,3548.0,2017-08-12
branding,4382137.0,luis lobianco,,,180898.0,3548.0,2017-08-12
stories,3824810.0,antonio tabet,,,134023.0,7139.0,2017-08-10
stories,3824810.0,thati lopes,,,134023.0,7139.0,2017-08-10
invasão,2552447.0,karina ramil,,,156836.0,3652.0,2017-08-07
invasão,2552447.0,gustavo chagas,,,156836.0,3652.0,2017-08-07
invasão,2552447.0,rafael portugal,,,156836.0,3652.0,2017-08-07
mala do joesley,3224849.0,camillo borges,,,142903.0,3786.0,2017-08-05
mala do joesley,3224849.0,rafael portugal,,,142903.0,3786.0,2017-08-05
mala do joesley,3224849.0,joão vicente de castro,,,142903.0,3786.0,2017-08-05
elevador,4985504.0,evelyn castro,,,203744.0,8230.0,2017-08-03
elevador,4985504.0,karina ramil,,,203744.0,8230.0,2017-08-03
elevador,4985504.0,thati lopes,,,203744.0,8230.0,2017-08-03
suscetível,2493950.0,gregorio duvivier,,,120571.0,7440.0,2017-07-31
suscetível,2493950.0,joão vicente de castro,,,120571.0,7440.0,2017-07-31
suscetível,2493950.0,luis lobianco,,,120571.0,7440.0,2017-07-31
sua via,2756726.0,gabriel totoro,,,129197.0,2962.0,2017-07-29
sua via,2756726.0,thati lopes,,,129197.0,2962.0,2017-07-29
curso de padre,5086358.0,antonio tabet,,,223965.0,14332.0,2017-07-27
curso de padre,5086358.0,rafael portugal,,,223965.0,14332.0,2017-07-27
sofrência,3099796.0,gregorio duvivier,,,160559.0,4355.0,2017-07-24
sofrência,3099796.0,karina ramil,,,160559.0,4355.0,2017-07-24
diagnóstico,2214220.0,antonio tabet,,,106821.0,1904.0,2017-07-22
diagnóstico,2214220.0,thati lopes,,,106821.0,1904.0,2017-07-22
salvador,2244095.0,fabio porchat,,,118899.0,8392.0,2017-07-20
salvador,2244095.0,gregorio duvivier,,,118899.0,8392.0,2017-07-20
salvador,2244095.0,rafael portugal,,,118899.0,8392.0,2017-07-20
salvador,2244095.0,gustavo chagas,,,118899.0,8392.0,2017-07-20
salvador,2244095.0,thati lopes,,,118899.0,8392.0,2017-07-20
guerra dos tronos,2785982.0,gabriel totoro,,,155194.0,6498.0,2017-07-17
guerra dos tronos,2785982.0,victor leal,,,155194.0,6498.0,2017-07-17
guerra dos tronos,2785982.0,thati lopes,,,155194.0,6498.0,2017-07-17
prisão,7545879.0,luis lobianco,,,278902.0,5413.0,2017-07-15
prisão,7545879.0,rafael portugal,,,278902.0,5413.0,2017-07-15
prisão,7545879.0,camillo borges,,,278902.0,5413.0,2017-07-15
ao ponto,3914466.0,joão vicente de castro,,,166370.0,4590.0,2017-07-13
ao ponto,3914466.0,rafael portugal,,,166370.0,4590.0,2017-07-13
ao ponto,3914466.0,thati lopes,,,166370.0,4590.0,2017-07-13
entregador,6838757.0,fábio porchat,,,241242.0,4749.0,2017-07-10
entregador,6838757.0,luis lobianco,,,241242.0,4749.0,2017-07-10
entregador,6838757.0,thati lopes,,,241242.0,4749.0,2017-07-10
treinamento,3244330.0,antonio tabet,,,166484.0,8728.0,2017-07-08
treinamento,3244330.0,gregorio duvivier,,,166484.0,8728.0,2017-07-08
treinamento,3244330.0,rafael portugal,,,166484.0,8728.0,2017-07-08
aplicativos,4438727.0,evelyn castro,,,190585.0,4155.0,2017-07-06
aplicativos,4438727.0,karina ramil,,,190585.0,4155.0,2017-07-06
aplicativos,4438727.0,thati lopes,,,190585.0,4155.0,2017-07-06
solução para reuniões,4500361.0,antonio tabet,,,158954.0,9666.0,2017-07-03
solução para reuniões,4500361.0,camillo borges,,,158954.0,9666.0,2017-07-03
solução para reuniões,4500361.0,daniel belmonte,,,158954.0,9666.0,2017-07-03
solução para reuniões,4500361.0,fabio porchat,,,158954.0,9666.0,2017-07-03
solução para reuniões,4500361.0,gabriel totoro,,,158954.0,9666.0,2017-07-03
psicotécnico,2060956.0,gregorio duvivier,,,97745.0,6092.0,2017-07-01
psicotécnico,2060956.0,luis lobianco,,,97745.0,6092.0,2017-07-01
ator pornô,3901504.0,antonio tabet,,,172581.0,6621.0,2017-06-29
ator pornô,3901504.0,joão vicente de castro,,,172581.0,6621.0,2017-06-29
ator pornô,3901504.0,letticia munniz,,,172581.0,6621.0,2017-06-29
ferrari,6127238.0,antonio tabet,,,307662.0,5738.0,2017-06-26
ferrari,6127238.0,camillo borges,,,307662.0,5738.0,2017-06-26
internet ilimitada,4066675.0,karina ramil,,,179961.0,2987.0,2017-06-24
internet ilimitada,4066675.0,evelyn castro,,,179961.0,2987.0,2017-06-24
internet ilimitada,4066675.0,thati lopes,,,179961.0,2987.0,2017-06-24
técnicas de paquera,10405937.0,antonio tabet,,,338910.0,9737.0,2017-06-22
técnicas de paquera,10405937.0,gregorio duvivier,,,338910.0,9737.0,2017-06-22
técnicas de paquera,10405937.0,rafael portugal,,,338910.0,9737.0,2017-06-22
grávida fitness,3769758.0,joão vicente de castro,,,151529.0,5754.0,2017-06-19
grávida fitness,3769758.0,thati lopes,,,151529.0,5754.0,2017-06-19
grávida fitness,3769758.0,camillo borges,,,151529.0,5754.0,2017-06-19
perdeu,7147815.0,antonio tabet,,,280653.0,5381.0,2017-06-17
perdeu,7147815.0,fabio porchat,,,280653.0,5381.0,2017-06-17
perdeu,7147815.0,gustavo chagas,,,280653.0,5381.0,2017-06-17
perdeu,7147815.0,luis lobianco,,,280653.0,5381.0,2017-06-17
perdeu,7147815.0,rafael portugal,,,280653.0,5381.0,2017-06-17
lugar no céu,10488935.0,rafael portugal,,,351801.0,15226.0,2017-06-15
lugar no céu,10488935.0,thati lopes,,,351801.0,15226.0,2017-06-15
lugar no céu,10488935.0,evelyn castro,,,351801.0,15226.0,2017-06-15
precipício,3836925.0,karina ramil,,,180320.0,3154.0,2017-06-12
precipício,3836925.0,rafael portugal,,,180320.0,3154.0,2017-06-12
expressões idiomáticas,2372511.0,joão vicente de castro,,,119203.0,3483.0,2017-06-10
expressões idiomáticas,2372511.0,camillo borges,,,119203.0,3483.0,2017-06-10
sumido,5114665.0,antonio tabet,,,239041.0,4327.0,2017-06-08
sumido,5114665.0,fabio porchat,,,239041.0,4327.0,2017-06-08
você partiu meu coração,3165291.0,luis lobianco,,,169241.0,4440.0,2017-06-05
você partiu meu coração,3165291.0,thati lopes,,,169241.0,4440.0,2017-06-05
você partiu meu coração,3165291.0,gregorio duvivier,,,169241.0,4440.0,2017-06-05
você partiu meu coração,3165291.0,karina ramil,,,169241.0,4440.0,2017-06-05
caixa dois,2561995.0,antonio tabet,,,124620.0,1485.0,2017-06-03
caixa dois,2561995.0,camillo borges,,,124620.0,1485.0,2017-06-03
caixa dois,2561995.0,rafael portugal,,,124620.0,1485.0,2017-06-03
caixa dois,2561995.0,thati lopes,,,124620.0,1485.0,2017-06-03
frila,2057899.0,karina ramil,,,103466.0,3219.0,2017-06-01
frila,2057899.0,pedro benevides,,,103466.0,3219.0,2017-06-01
bicha,8772887.0,camillo borges,,,306919.0,10577.0,2017-05-29
bicha,8772887.0,fabio porchat,,,306919.0,10577.0,2017-05-29
bicha,8772887.0,regiana antonini,,,306919.0,10577.0,2017-05-29
fofoqueiras,2588527.0,evelyn castro,,,136592.0,3892.0,2017-05-27
fofoqueiras,2588527.0,thati lopes,,,136592.0,3892.0,2017-05-27
nome na lista,3308451.0,antonio tabet,,,158528.0,2866.0,2017-05-25
nome na lista,3308451.0,fabio porchat,,,158528.0,2866.0,2017-05-25
nome na lista,3308451.0,luis lobianco,,,158528.0,2866.0,2017-05-25
influenciadora,4493900.0,karina ramil,,,196577.0,5561.0,2017-05-22
influenciadora,4493900.0,thati lopes,,,196577.0,5561.0,2017-05-22
influenciadora,4493900.0,antonio tabet,,,196577.0,5561.0,2017-05-22
só para clientes,7358567.0,evelyn castro,,,270043.0,4905.0,2017-05-20
só para clientes,7358567.0,rafael portugal,,,270043.0,4905.0,2017-05-20
ong,2779972.0,fabio porchat,,,146559.0,3293.0,2017-05-18
ong,2779972.0,gabriel totoro,,,146559.0,3293.0,2017-05-18
ong,2779972.0,karina ramil,,,146559.0,3293.0,2017-05-18
ong,2779972.0,thati lopes,,,146559.0,3293.0,2017-05-18
aposta,4965666.0,antonio tabet,,,196298.0,18992.0,2017-05-15
aposta,4965666.0,camillo borges,,,196298.0,18992.0,2017-05-15
aposta,4965666.0,luis lobianco,,,196298.0,18992.0,2017-05-15
aposta,4965666.0,rafael portugal,,,196298.0,18992.0,2017-05-15
aposta,4965666.0,thati lopes,,,196298.0,18992.0,2017-05-15
como nascem os bebês,2700946.0,evelyn castro,,,151013.0,4067.0,2017-05-13
como nascem os bebês,2700946.0,daniel belmonte,,,151013.0,4067.0,2017-05-13
códigos,3949845.0,antonio tabet,,,156991.0,1952.0,2017-05-11
códigos,3949845.0,victor leal,,,156991.0,1952.0,2017-05-11
pau do bem,20993351.0,gregorio duvivier,,,482645.0,20253.0,2017-05-08
pau do bem,20993351.0,thati lopes,,,482645.0,20253.0,2017-05-08
prisão domiciliar,7860079.0,antonio tabet,,,295929.0,3633.0,2017-05-06
prisão domiciliar,7860079.0,evelyn castro,,,295929.0,3633.0,2017-05-06
prisão domiciliar,7860079.0,luis lobianco,,,295929.0,3633.0,2017-05-06
prisão domiciliar,7860079.0,rafael portugal,,,295929.0,3633.0,2017-05-06
prisão domiciliar,7860079.0,daniel belmonte,,,295929.0,3633.0,2017-05-06
falha na programação,3062676.0,fábio porchat,,,132924.0,4749.0,2017-05-04
falha na programação,3062676.0,karina ramil,,,132924.0,4749.0,2017-05-04
término,2489022.0,gregorio duvivier,,,133623.0,3858.0,2017-05-01
término,2489022.0,victor leal,,,133623.0,3858.0,2017-05-01
término,2489022.0,gustavo chagas,,,133623.0,3858.0,2017-05-01
ingredientes,2250083.0,evelyn castro,,,112031.0,4018.0,2017-04-29
ingredientes,2250083.0,thati lopes,,,112031.0,4018.0,2017-04-29
ingredientes,2250083.0,gregorio duvivier,,,112031.0,4018.0,2017-04-29
ingredientes,2250083.0,rafael portugal,,,112031.0,4018.0,2017-04-29
a última moda,1521887.0,gregorio duvivier,,,74377.0,8200.0,2017-04-27
a última moda,1521887.0,luis lobianco,,,74377.0,8200.0,2017-04-27
a última moda,1521887.0,gustavo chagas,,,74377.0,8200.0,2017-04-27
identidade,6677321.0,evelyn castro,,,222350.0,6158.0,2017-04-24
identidade,6677321.0,luis lobianco,,,222350.0,6158.0,2017-04-24
identidade,6677321.0,rafael portugal,,,222350.0,6158.0,2017-04-24
só no brasil,3254739.0,gregorio duvivier,,,168320.0,8515.0,2017-04-22
só no brasil,3254739.0,karina ramil,,,168320.0,8515.0,2017-04-22
porta dos fundos foi vendido,3130857.0,antonio tabet,,,208161.0,9293.0,2017-04-20
porta dos fundos foi vendido,3130857.0,fabio porchat,,,208161.0,9293.0,2017-04-20
porta dos fundos foi vendido,3130857.0,gregorio duvivier,,,208161.0,9293.0,2017-04-20
eu te amo,6032228.0,antonio tabet,,,256399.0,7249.0,2017-04-17
eu te amo,6032228.0,gregorio duvivier,,,256399.0,7249.0,2017-04-17
voltei,2219850.0,gregorio duvivier,,,133689.0,18188.0,2017-04-15
voltei,2219850.0,thati lopes,,,133689.0,18188.0,2017-04-15
voltei,2219850.0,victor leal,,,133689.0,18188.0,2017-04-15
caetano,1969968.0,antonio tabet,,,119912.0,10390.0,2017-04-13
caetano,1969968.0,gregorio duvivier,,,119912.0,10390.0,2017-04-13
caetano,1969968.0,evelyn castro,,,119912.0,10390.0,2017-04-13
caetano,1969968.0,rafael portugal,,,119912.0,10390.0,2017-04-13
caetano,1969968.0,tathi lopes,,,119912.0,10390.0,2017-04-13
caetano,1969968.0,caetano veloso,,,119912.0,10390.0,2017-04-13
reunião de agência,1935775.0,karina ramil,,,83138.0,6737.0,2017-04-10
reunião de agência,1935775.0,gustavo chagas,,,83138.0,6737.0,2017-04-10
reunião de agência,1935775.0,thati lopes,,,83138.0,6737.0,2017-04-10
spoiler,1307910.0,evelyn castro,,,78830.0,3879.0,2017-04-08
spoiler,1307910.0,rafael portugal,,,78830.0,3879.0,2017-04-08
luz automática,2964074.0,antonio tabet,,,138894.0,4197.0,2017-04-06
luz automática,2964074.0,camillo borges,,,138894.0,4197.0,2017-04-06
luz automática,2964074.0,rafael portugal,,,138894.0,4197.0,2017-04-06
luz automática,2964074.0,rodrigo magal,,,138894.0,4197.0,2017-04-06
preciso te contar uma coisa,4732974.0,evelyn castro,,,181563.0,7855.0,2017-04-03
preciso te contar uma coisa,4732974.0,gregorio duvivier,,,181563.0,7855.0,2017-04-03
preciso te contar uma coisa,4732974.0,gustavo chagas,,,181563.0,7855.0,2017-04-03
preciso te contar uma coisa,4732974.0,thati lopes,,,181563.0,7855.0,2017-04-03
morto,5445210.0,antonio tabet,,,211628.0,3818.0,2017-04-01
morto,5445210.0,camillo borges,,,211628.0,3818.0,2017-04-01
morto,5445210.0,rafael portugal,,,211628.0,3818.0,2017-04-01
morto,5445210.0,poliana paiva,,,211628.0,3818.0,2017-04-01
cabeleireiro,2649758.0,karina ramil,,,142270.0,6269.0,2017-03-30
cabeleireiro,2649758.0,eduardo rios,,,142270.0,6269.0,2017-03-30
plano de carreira,3506958.0,antonio tabet,,,170317.0,3868.0,2017-03-27
plano de carreira,3506958.0,fabio porchat,,,170317.0,3868.0,2017-03-27
plano de carreira,3506958.0,gregorio duvivier,,,170317.0,3868.0,2017-03-27
plano de carreira,3506958.0,rafael portugal,,,170317.0,3868.0,2017-03-27
japa,5473463.0,antonio tabet,,,240765.0,4664.0,2017-03-25
japa,5473463.0,rafael portugal,,,240765.0,4664.0,2017-03-25
japa,5473463.0,tony lee,,,240765.0,4664.0,2017-03-25
japa,5473463.0,gabriel totoro,,,240765.0,4664.0,2017-03-25
japa,5473463.0,gustavo chagas,,,240765.0,4664.0,2017-03-25
japa,5473463.0,olavo carvalho,,,240765.0,4664.0,2017-03-25
japa,5473463.0,guillermo diaz,,,240765.0,4664.0,2017-03-25
japa,5473463.0,aron leon,,,240765.0,4664.0,2017-03-25
furacão,4497181.0,luis lobianco,,,199017.0,3070.0,2017-03-23
furacão,4497181.0,rafael portugal,,,199017.0,3070.0,2017-03-23
furacão,4497181.0,camillo borges,,,199017.0,3070.0,2017-03-23
fashion week,2570565.0,gregorio duvivier,,,158021.0,6326.0,2017-03-20
fashion week,2570565.0,karina ramil,,,158021.0,6326.0,2017-03-20
fashion week,2570565.0,evelyn castro,,,158021.0,6326.0,2017-03-20
fashion week,2570565.0,thati lopes,,,158021.0,6326.0,2017-03-20
fantasia,4401875.0,rafael portugal,,,172993.0,3650.0,2017-03-18
fantasia,4401875.0,thati lopes,,,172993.0,3650.0,2017-03-18
fantasia,4401875.0,poliana paiva,,,172993.0,3650.0,2017-03-18
fantasia,4401875.0,felipe absalão,,,172993.0,3650.0,2017-03-18
punheta,4547465.0,antonio tabet,,,289770.0,6241.0,2017-03-16
punheta,4547465.0,camillo borges,,,289770.0,6241.0,2017-03-16
punheta,4547465.0,daniel belmonte,,,289770.0,6241.0,2017-03-16
punheta,4547465.0,evelyn castro,,,289770.0,6241.0,2017-03-16
esquerda túnica,4066180.0,fabio porchat,,,235626.0,52288.0,2017-03-13
esquerda túnica,4066180.0,gabriel totoro,,,235626.0,52288.0,2017-03-13
esquerda túnica,4066180.0,gregorio duvivier,,,235626.0,52288.0,2017-03-13
esquerda túnica,4066180.0,karina ramil,,,235626.0,52288.0,2017-03-13
esquerda túnica,4066180.0,thati lopes,,,235626.0,52288.0,2017-03-13
ministra,1567604.0,antonio tabet,,,104175.0,5249.0,2017-03-11
ministra,1567604.0,poliana paiva,,,104175.0,5249.0,2017-03-11
ministra,1567604.0,rafael portugal,,,104175.0,5249.0,2017-03-11
meus favoritos,3524467.0,gregorio duvivier,,,169786.0,4907.0,2017-03-09
meus favoritos,3524467.0,thati lopes,,,169786.0,4907.0,2017-03-09
meus favoritos,3524467.0,gabriel totoro,,,169786.0,4907.0,2017-03-09
comida inteligente,3195145.0,antonio tabet,,,142597.0,4687.0,2017-03-06
comida inteligente,3195145.0,karina ramil,,,142597.0,4687.0,2017-03-06
comida inteligente,3195145.0,rafael portugal,,,142597.0,4687.0,2017-03-06
telemarketing,3370072.0,evelyn castro,,,130222.0,5161.0,2017-03-04
telemarketing,3370072.0,luis lobianco,,,130222.0,5161.0,2017-03-04
telemarketing,3370072.0,gustavo chagas,,,130222.0,5161.0,2017-03-04
manifestashow,2807305.0,fabio porchat,,,140913.0,2559.0,2017-03-02
manifestashow,2807305.0,rafael portugal,,,140913.0,2559.0,2017-03-02
carlos,1915196.0,clarice falcão,,,93060.0,8848.0,2017-02-27
carlos,1915196.0,luis lobianco,,,93060.0,8848.0,2017-02-27
apocalipse zumbi,4183255.0,antonio tabet,,,224398.0,4981.0,2017-02-25
apocalipse zumbi,4183255.0,evelyn castro,,,224398.0,4981.0,2017-02-25
apocalipse zumbi,4183255.0,thati lopes,,,224398.0,4981.0,2017-02-25
apocalipse zumbi,4183255.0,daniel belmonte,,,224398.0,4981.0,2017-02-25
recife,4398081.0,gregorio duvivier,,,190413.0,5554.0,2017-02-23
recife,4398081.0,thati lopes,,,190413.0,5554.0,2017-02-23
padre,2144618.0,antonio tabet,,,118825.0,19969.0,2017-02-18
"minha casa, sua casa",9833401.0,antonio tabet,,,327345.0,7941.0,2017-02-16
"minha casa, sua casa",9833401.0,gregorio duvivier,,,327345.0,7941.0,2017-02-16
"minha casa, sua casa",9833401.0,gustavo chagas,,,327345.0,7941.0,2017-02-16
"minha casa, sua casa",9833401.0,rafael portugal,,,327345.0,7941.0,2017-02-16
"minha casa, sua casa",9833401.0,thati lopes,,,327345.0,7941.0,2017-02-16
peça,5530772.0,luis lobianco,,,205326.0,5706.0,2017-02-13
peça,5530772.0,victor leal,,,205326.0,5706.0,2017-02-13
peça,5530772.0,gustavo chagas,,,205326.0,5706.0,2017-02-13
peça,5530772.0,thati lopes,,,205326.0,5706.0,2017-02-13
emergência,4092425.0,gregorio duvivier,,,197984.0,3911.0,2017-02-11
emergência,4092425.0,rafael portugal,,,197984.0,3911.0,2017-02-11
emergência,4092425.0,joão pedro brandão,,,197984.0,3911.0,2017-02-11
"barba, careca e bigode",8384774.0,antonio tabet,,,255930.0,6747.0,2017-02-09
"barba, careca e bigode",8384774.0,kakau berredo,,,255930.0,6747.0,2017-02-09
meme,2723873.0,camillo borges,,,144610.0,3449.0,2017-02-06
meme,2723873.0,fabio porchat,,,144610.0,3449.0,2017-02-06
meme,2723873.0,luis lobianco,,,144610.0,3449.0,2017-02-06
atenção,2547871.0,karinal ramil,,,126286.0,3803.0,2017-02-04
atenção,2547871.0,victor leal,,,126286.0,3803.0,2017-02-04
atenção,2547871.0,daniel belmonte,,,126286.0,3803.0,2017-02-04
lista,2225025.0,antonio tabet,,,143012.0,3150.0,2017-02-02
lista,2225025.0,marcel octavio,,,143012.0,3150.0,2017-02-02
fila do banheiro,3673512.0,karina ramil,,,152251.0,7639.0,2017-01-30
fila do banheiro,3673512.0,rafael portugal,,,152251.0,7639.0,2017-01-30
fila do banheiro,3673512.0,gustavo chagas,,,152251.0,7639.0,2017-01-30
escolhido,5220802.0,antonio tabet,,,209161.0,15002.0,2017-01-28
escolhido,5220802.0,fabio porchat,,,209161.0,15002.0,2017-01-28
escolhido,5220802.0,rafael portugal,,,209161.0,15002.0,2017-01-28
amante no armário,6630535.0,camillo borges,,,237102.0,6767.0,2017-01-26
amante no armário,6630535.0,karina ramil,,,237102.0,6767.0,2017-01-26
amante no armário,6630535.0,victor leal,,,237102.0,6767.0,2017-01-26
parto,2377746.0,antonio tabet,,,128702.0,4211.0,2017-01-23
parto,2377746.0,gregorio duvivier,,,128702.0,4211.0,2017-01-23
parto,2377746.0,thati lopes,,,128702.0,4211.0,2017-01-23
desculpas,5744858.0,fabio porchat,,,246389.0,4100.0,2017-01-21
desculpas,5744858.0,victor leal,,,246389.0,4100.0,2017-01-21
desculpas,5744858.0,karina ramil,,,246389.0,4100.0,2017-01-21
monstro,5860778.0,antonio tabet,,,249292.0,20500.0,2017-01-19
monstro,5860778.0,karina ramil,,,249292.0,20500.0,2017-01-19
monstro,5860778.0,rafael portugal,,,249292.0,20500.0,2017-01-19
monstro,5860778.0,thati lopes,,,249292.0,20500.0,2017-01-19
monstro,5860778.0,gabriel totoro,,,249292.0,20500.0,2017-01-19
monstro,5860778.0,gustavo chagas,,,249292.0,20500.0,2017-01-19
herói,7354910.0,gabriel totoro,,,321984.0,5174.0,2017-01-16
herói,7354910.0,matheus macena,,,321984.0,5174.0,2017-01-16
herói,7354910.0,rafael portugal,,,321984.0,5174.0,2017-01-16
herói,7354910.0,thati lopes,,,321984.0,5174.0,2017-01-16
ingresso,2928786.0,gabriel totoro,,,145209.0,4501.0,2017-01-14
ingresso,2928786.0,rafael portugal,,,145209.0,4501.0,2017-01-14
ingresso,2928786.0,gustavo chagas,,,145209.0,4501.0,2017-01-14
ingresso,2928786.0,camillo borges,,,145209.0,4501.0,2017-01-14
mensageiro,3013209.0,antonio tabet,,,139617.0,3971.0,2017-01-12
